Episode,Waiting_Time_s,Speed_m_s,Episode_Reward,Vehicles,Waiting_MA5,Speed_MA5
93,275.43811031934547,7.982220796659741,-47384.0,3789,257.3226100364312,8.3364434806275
94,236.56653019447288,8.585889441512224,-45232.0,3908,261.94499375912136,8.273344549836738
95,256.2047508391428,8.454610130293863,-50346.0,3873,259.05705070796245,8.308278383873189
96,277.6014399588583,8.028043181073874,-47265.0,3889,253.2079340929776,8.415082755336739
97,249.47442222799273,8.490628369826236,-43462.0,3851,253.23550920162398,8.381187056784054
98,246.19252724442137,8.516242653977494,-44012.0,3854,258.9491283615265,8.332711345364215
99,236.70440573770492,8.416410948748796,-45376.0,3904,261.6250338669793,8.32333935421962
100,284.77284663865544,8.21223157319468,-48955.0,3808,269.9267020460869,8.200360229313887
101,290.9809674861221,7.981183225350891,-44354.0,3783,271.2680197901304,8.162014916449568
102,290.98276312353096,7.875732745297576,-49994.0,3829,274.63716475225,8.172403713490256
103,252.89911596463858,8.324516089655896,-42280.0,3846,267.46243207587156,8.186477870542474
104,253.55013054830286,8.468354933952238,-46995.0,3830,260.47636783214233,8.271998294478857
105,248.89918325676365,8.282602358455767,-48328.0,3918,252.92621643255103,8.347456212526618
106,256.0506462674756,8.408785345032802,-41555.0,3791,254.66341898844092,8.333941334937649
107,253.23200612557426,8.25302233553638,-46972.0,3918,252.55551668090416,8.318241335107228
108,261.5851287440883,8.256941701711057,-46310.0,3806,251.88108194219035,8.375088056425534
109,243.01061901061902,8.389854934800132,-44121.0,3861,249.70850058141554,8.338596029736607
110,245.5270095631946,8.566835965047296,-46086.0,3869,251.2625689623534,8.33040324967691
111,245.18773946360153,8.226325211588167,-47256.0,3915,249.03731765740537,8.367650374462503
112,261.0023480302635,8.212058435237909,-47005.0,3833,254.33000071125497,8.249573672930081
113,250.45887221934817,8.443177325639008,-47696.0,3866,251.0853240284424,8.251527065017399
114,269.474034279867,7.799471427138026,-45500.0,3909,253.67014796379044,8.240075825503677
115,229.30362614913176,8.576602925483884,-45873.0,3916,254.1284624896285,8.190423459904162
116,258.1118591403418,8.169069014019563,-45963.0,3862,261.0387564626244,8.119850364897912
117,263.2939206594539,7.963796607240321,-45101.0,3882,255.90372500226104,8.221276477812548
118,285.01034208432776,8.090311850607769,-48140.0,3771,262.37189326815894,8.104374833225434
119,243.79887697805003,8.306601991711208,-43424.0,3918,262.98408045269025,8.09185126149816
120,261.6444674786214,7.992094702548304,-47837.0,3859,258.925606719144,8.221460265478067
121,261.1727950629982,8.106451155383201,-48733.0,3889,246.80675073751163,8.375582515321815
122,243.00155199172272,8.611841627139848,-43597.0,3866,250.33293794395587,8.403212930286076
123,224.4160621761658,8.860923099826518,-44014.0,3860,243.9449407350434,8.511435971143136
124,261.4298130102713,8.444754066532504,-48127.0,3797,245.47851731566408,8.541334511952819
125,229.7044814340589,8.533209906833612,-42220.0,3905,250.3849015878367,8.453074135831226
126,268.8406779661017,8.25594385943161,-46307.0,3835,256.4830429201642,8.29779015290201
127,267.533473352586,8.170539746531887,-44524.0,3809,253.83813376505032,8.258125365304968
128,254.90676883780333,8.084503185180441,-44554.0,3915,247.04552742208747,8.36589409962681
129,248.20526723470178,8.246430128547294,-43660.0,3873,237.21608581094137,8.477631252362944
130,195.7414497192445,9.072053578442826,-41602.0,3918,225.27370967028637,8.647891629465112
131,219.6934699103713,8.814629623112275,-42855.0,3905,217.7923048562734,8.773442579640353
132,207.82159264931087,9.021841632042731,-40782.0,3918,216.61059600738736,8.793202113758344
133,217.49974476773863,8.712257936056634,-41957.0,3918,230.953492593399,8.64571712833274
134,242.29672299027138,8.345227799137247,-45674.0,3906,237.85348323069292,8.527922359150232
135,267.45593264930284,8.33462865131481,-44860.0,3801,244.2027626521752,8.396526973530486
136,254.193423096841,8.225655777199732,-43405.0,3862,252.6490682821791,8.325566483643575
137,239.56798975672214,8.364864703944002,-46089.0,3905,256.97889867098763,8.27900257335626
138,259.73127291775796,8.357455486622085,-45734.0,3818,258.2913133937367,8.229791843956345
139,263.94587493431425,8.112408247700674,-44661.0,3806,252.63926436100405,8.341663551744224
140,274.018006263048,8.088575004315235,-47229.0,3832,253.63721894494452,8.389958930642276
141,225.93317793317794,8.785014316139126,-43726.0,3861,253.82700786216975,8.348398300431722
142,244.55776267642446,8.606341598434266,-45520.0,3826,253.38371706123263,8.367071603442536
143,260.680217503884,8.149652335569304,-46673.0,3862,246.43624702445223,8.504421550582183
144,261.72942092962865,8.205774762754753,-48672.0,3851,245.28605860473854,8.51106809714747
145,239.28065607914607,8.775324740013469,-45606.0,3841,245.02811590048282,8.461580227725799
146,220.1822358346095,8.818247048965564,-43056.0,3918,245.0140775410942,8.440233847245919
147,243.26804915514592,8.3589022513259,-46981.0,3906,236.6253653817126,8.515928598789374
148,260.61002570694086,8.042920433169911,-47124.0,3890,240.770352376746,8.449564958255353
149,219.78586013272079,8.584248520472027,-40152.0,3918,237.39812164678173,8.461173738320678
150,260.0055910543131,8.443506537343357,-41803.0,3756,244.1261863813134,8.412338185456141
151,203.32108218478817,8.876290949292192,-42751.0,3918,241.58849185799176,8.508655558929473
152,276.9083728278041,8.114724487003226,-45217.0,3798,241.11993647259106,8.534856560094457
153,247.9215530903328,8.524507300536564,-45787.0,3786,236.66765906543787,8.53371251829586
154,217.44308320571722,8.715253526296946,-39500.0,3918,238.2985421690622,8.538231226567493
155,237.74420401854715,8.437786328350374,-40386.0,3882,232.48968825138127,8.624373547795404
156,211.47549770290965,8.89888449065035,-44007.0,3918,239.03142848956796,8.520582061216754
157,247.86410323939953,8.54543609314279,-42087.0,3797,250.6834007022626,8.422468338122131
158,280.6302542812662,8.005549867643317,-46386.0,3854,252.092803900595,8.39443739382249
159,275.7029442691903,8.224684910823827,-40854.0,3804,263.63386138480644,8.2138340926258
160,244.7912200102093,8.29763160685216,-44640.0,3918,267.9491948634561,8.137663605778034
161,269.1807851239669,7.995867984666909,-46647.0,3872,259.96343251827966,8.218763150897813
162,269.44077063264774,8.164583658903954,-47731.0,3841,254.37420613230788,8.177868837561677
163,240.70144255538384,8.411047593242207,-46195.0,3882,246.2218716883339,8.34503732450779
164,247.75681233933162,8.020213344143155,-43073.0,3890,234.52686692691495,8.540175129800199
165,204.02954779033917,9.13347404158272,-40877.0,3892,230.43001714821148,8.55205528410032
166,210.70576131687244,8.97155701112895,-41235.0,3888,230.44438910705466,8.565974229328194
167,248.95652173913044,8.223984430404569,-42748.0,3887,230.41919317695584,8.634468572432514
168,240.7733023495998,8.480642319381577,-41338.0,3873,229.85335508392117,8.635056744367105
169,247.63083268883733,8.362685059664756,-41914.0,3879,235.6253708082736,8.501166089635294
170,201.2003573251659,9.136414901255673,-40185.0,3918,237.93667560537133,8.518964231672795
171,239.5658399386346,8.302103737469901,-43655.0,3911,242.0224900967317,8.4744829935306
172,260.51304572461896,8.312975140592068,-48020.0,3871,241.5410638356544,8.515319786243897
173,261.2023748064017,8.258236128670601,-46676.0,3874,249.04190961376753,8.376452807455923
174,245.2237013834508,8.566869023231243,-44071.0,3831,243.64997695018556,8.45058534394921
175,238.7045862157315,8.442080007315793,-42265.0,3903,238.6567274111731,8.52439551643547
176,212.60617662072485,8.672766419936346,-41007.0,3918,241.08575673227014,8.504392315183233
177,235.54679802955664,8.682026003023363,-44079.0,3857,241.68303939614307,8.520335599616727
178,273.3475214118868,8.158220122409421,-47809.0,3853,248.05863000774826,8.420533888879302
179,248.21011470281545,8.646585445398713,-44625.0,3836,256.6186479202682,8.353218181939074
180,270.5825392737574,7.943071453628661,-49031.0,3883,248.1220324047988,8.497194800914192
181,255.4062661833247,8.33618788523521,-44831.0,3862,242.4281201078495,8.588942865026224
182,193.06372045220965,9.401909097898958,-37837.0,3892,239.0833101562918,8.564095939676026
183,244.87795992714027,8.61696044296958,-44002.0,3843,226.65206085569517,8.792096727275267
184,231.48606494502684,8.522350818647727,-42061.0,3911,224.0573190088434,8.785063292140794
185,208.42629277077438,9.08307539162486,-40655.0,3887,230.60369377086045,8.64355327486751
186,242.43255694906577,8.301020709562845,-43684.0,3907,223.27169545567236,8.710464171492212
187,225.79559426229508,8.694359011532542,-43179.0,3904,216.67601386023512,8.800528264458553
188,208.2179683511996,8.951514926093088,-40444.0,3918,225.99683604190037,8.627040811137245
189,198.50765696784075,8.972671283479427,-40780.0,3918,220.79386248439806,8.714460698071425
190,255.03040367910066,8.21563812501833,-44504.0,3914,224.79644905829565,8.655108130314865
191,216.4176891615542,8.738120144233747,-42692.0,3912,231.55393341680315,8.54436718465917
192,245.80852713178294,8.397596172749733,-45306.0,3870,231.12499423634972,8.605597262162453
193,242.00539014373717,8.397810197814605,-43990.0,3896,229.49546056241206,8.679487606268077
194,196.36296106557376,9.278821670995853,-40387.0,3904,234.45988486525772,8.660770958586108
195,246.88273530941237,8.585089845546454,-40832.0,3846,233.2733821592778,8.70892655247108
196,241.23981067578228,8.644536905823893,-44019.0,3803,223.25902569512118,8.925271364865466
197,239.87601360188333,8.638374142174596,-43935.0,3823,233.52088769825065,8.757255417804918
198,191.9336078229542,9.479534259786533,-37375.0,3886,228.04567328629128,8.78319270816326
199,247.6722710812209,8.438741935693123,-45551.0,3866,,
200,219.50666324961557,8.714776297338146,-44311.0,3902,,
